StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Prolific ID,HR_AI_no_no_no,HR_AI_yes_yes_yes,HR_AI_no_yes_yes,HR_AI_yes_no_yes,HR_AI_yes_yes_no,HR_AI_no_no_yes,HR_AI_no_yes_no,HR_AI_yes_no_no,HR_AI_none,HR_Human_no_no_no,HR_Human_yes_yes_yes,HR_Human_no_yes_yes,HR_Human_yes_no_yes,HR_Human_no_no_yes,HR_Human_yes_yes_no,HR_Human_no_yes_no,HR_Human_yes_no_no,HR_Human_none,Med_AI_no_no_no,Med_AI_yes_yes_yes,Med_AI_no_yes_yes,Med_AI_yes_no_yes,Med_AI_yes_yes_no,Med_AI_no_no_yes,Med_AI_no_yes_no,Med_AI_yes_no_no,Med_AI_none,Med_Human_no_no_no,Med_Human_yes_yes_ye,Med_Human_no_yes_yes,Med_Human_yes_no_yes,Med_Human_yes_yes_no,Med_Human_no_no_yes,Med_Human_no_yes_no,Med_Human_yes_no_no,Med_Human_none,Effort_1,Time of preparation_1,Originality and nove_1,Originality and nove_2,Originality and nove_3,Originality and nove_4,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Transparency_1,Transparency_2,Transparency_3,Transparency_4,Reliability_1,Reliability_2,Reliability_3,Reliability_4,Q19,Q20,Q20_4_TEXT,Q21,Q21_8_TEXT,Q22,Q23,Q24,Q25,AnalystName,ReportType,FL_3_DO,FL_5_DO
2025-08-18 10:04:21,2025-08-18 10:14:29,IP Address,100,607,True,2025-08-18 10:14:30,R_24D4Ol1JIWSNVvj,anonymous,EN,1,5fea2970cbe0699d90756fd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),5,5,6,2,6,6,5,3,3,5,6,4=Neutral,6,3,6,3,4=Neutral,5,1981,Male / Man,,White / Caucasian,,Office and Administrative Support,"$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,Sarah Brown,Med,FL_45,FL_23
2025-08-18 10:05:21,2025-08-18 10:14:31,IP Address,100,550,True,2025-08-18 10:14:32,R_2F4zXLKeTnPl7lC,anonymous,EN,1,6773d42d35be03a65cf4b3e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,5,6,3,3,2,2,2,4=Neutral,5,6,2,4=Neutral,3,6,3,5,3,6,1977,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$100,000 to $149,999",Limited: I have some experience but don't invest often.,Daily or almost daily,Sarah Brown,Med,FL_45,FL_124
2025-08-18 10:07:49,2025-08-18 10:14:35,IP Address,100,405,True,2025-08-18 10:14:35,R_2fdz14JmFufKfV0,anonymous,EN,1,5e81ad7cb706bb88bc5c2fc8,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4=Average amount of time,5,3,5,5,2,4=Neutral,5,5,5,4=Neutral,5,3,6,2,6,4=Neutral,1988,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,Never,J.M. Wright,HR,FL_43,FL_16
2025-08-18 10:04:28,2025-08-18 10:14:37,IP Address,100,608,True,2025-08-18 10:14:38,R_2hM5QGh8V4hk3uv,anonymous,EN,1,571b79465d40840012c4055a,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,6,6,2,3,3,5,4=Neutral,4=Neutral,5,5,3,2,3,3,1993,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,J.M. Wright,HR,FL_43,FL_15
2025-08-18 10:08:13,2025-08-18 10:14:41,IP Address,100,388,True,2025-08-18 10:14:41,R_2Et0CvvZSJZrs7n,anonymous,EN,1,5e766b0ba02ca51dfa1de797,,,,,,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,3,4=Neutral,4=Neutral,4=Neutral,4=Neutral,1=Strongly Disagree,4=Neutral,6,3,4=Neutral,2,5,4=Neutral,5,4=Neutral,1963,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a month,Sarah Brown,HR,FL_45,FL_17
2025-08-18 10:07:04,2025-08-18 10:14:47,IP Address,100,463,True,2025-08-18 10:14:47,R_1q2QoptjYY7Sc95,anonymous,EN,1,66cb244951abdf73420673a8,,,,,,,,,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,3,4=Neutral,6,4=Neutral,2,3,5,3,4=Neutral,5,4=Neutral,4=Neutral,4=Neutral,4=Neutral,1980,Male / Man,,Asian,,"Management, Business, or Financial",Prefer not to answer,Moderate: I make personal investments from time to time.,A few times a month,Sarah Brown,HR,FL_45,FL_96
2025-08-18 10:09:02,2025-08-18 10:14:51,IP Address,100,349,True,2025-08-18 10:14:51,R_2flmvnJhyIuKgB5,anonymous,EN,1,6773dbc6ef23107f61c70eda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),6,6,6,4=Neutral,5,6,5,6,2,2,6,2,5,2,6,2,6,2,1986,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$50,000 to $74,999",Moderate: I make personal investments from time to time.,Less than once a month,J.M. Wright,Med,FL_43,FL_23
2025-08-18 10:07:04,2025-08-18 10:15:01,IP Address,100,476,True,2025-08-18 10:15:01,R_5fV6mU34IO7Km5D,anonymous,EN,1,60ccbffae161aadb1880ad6c,,,,,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,6,5,6,5,4=Neutral,4=Neutral,5,6,2,2,5,2,2,2,6,3,6,2,1988,Female / Woman,,White / Caucasian,,"Production, Transportation, or Skilled Trades","$75,000 to $99,999",Moderate: I make personal investments from time to time.,Daily or almost daily,J.M. Wright,HR,FL_43,FL_88
2025-08-18 10:07:24,2025-08-18 10:15:01,IP Address,100,456,True,2025-08-18 10:15:01,R_80Tq3iLEqBgUqu4,anonymous,EN,0.6000000238418579,67aa691b6df91bf4fdf516b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,5,5,6,2,4=Neutral,5,5,5,2,2,6,2,4=Neutral,2,5,2,5,2,1998,Male / Man,,Black or African American,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Christopher Davis,Med,FL_44,FL_116
2025-08-18 10:09:17,2025-08-18 10:15:14,IP Address,100,357,True,2025-08-18 10:15:14,R_7N96RCdfDaIFwox,anonymous,EN,0.800000011920929,67ef5e1ea8330a7744f39e17,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,5,5,4=Neutral,5,3,3,5,3,3,3,5,5,5,5,1979,Male / Man,,Black or African American,,"Management, Business, or Financial","$100,000 to $149,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Christopher Davis,HR,FL_44,FL_78
2025-08-18 10:06:59,2025-08-18 10:15:14,IP Address,100,494,True,2025-08-18 10:15:14,R_2AsfIsbwB7U8TgR,anonymous,EN,1,68110949a2c450037f0304be,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4=Neutral,5,4=Neutral,4=Neutral,5,3,6,6,3,4=Neutral,5,4=Neutral,7=Strongly agree,7=Strongly agree,3,5,1991,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$150,000 or more",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,HR,FL_43,FL_78
2025-08-18 10:12:13,2025-08-18 10:15:24,IP Address,100,190,True,2025-08-18 10:15:24,R_8VsC2tXyaB36GHo,anonymous,EN,1,61030ea0fd598c32549577b8,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,3,6,6,1=Strongly Disagree,2,5,6,4=Neutral,4=Neutral,3,5,4=Neutral,5,4=Neutral,5,1982,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a month,Sarah Brown,HR,FL_45,FL_15
2025-08-18 10:05:16,2025-08-18 10:15:35,IP Address,100,619,True,2025-08-18 10:15:35,R_5eOULKl19X8iEkh,anonymous,EN,1,650062cd6cef58594c7a5c78,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,,,,,,,,,5,4=Average amount of time,6,2,6,6,2,2,5,5,6,4=Neutral,4=Neutral,2,5,3,5,2,1983,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_106
2025-08-18 10:03:49,2025-08-18 10:15:38,IP Address,100,708,True,2025-08-18 10:15:38,R_2OXrgXY0ASnQC7T,anonymous,EN,1,641384b3dffcf39ec42d3c23,,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,6,5,5,4=Neutral,3,5,6,6,1=Strongly Disagree,1=Strongly Disagree,6,4=Neutral,5,3,7=Strongly agree,2,6,3,1975,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Christopher Davis,HR,FL_44,FL_90
2025-08-18 10:06:06,2025-08-18 10:15:41,IP Address,100,575,True,2025-08-18 10:15:42,R_8dRjsy5TmVgC9Z5,anonymous,EN,1,5e7fa0e918b10804bb87eb63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,3,3,4=Neutral,3,5,5,3,3,5,6,4=Neutral,4=Neutral,3,5,5,5,3,5,1972,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_118
2025-08-18 10:09:46,2025-08-18 10:15:45,IP Address,100,358,True,2025-08-18 10:15:45,R_5aplpFNAwaAVAAh,anonymous,EN,0.8999999761581421,5e6685e1ffed4c405a4db5d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,5,5,2,2,5,6,5,6,1=Strongly Disagree,1=Strongly Disagree,6,2,6,1=Strongly Disagree,2,6,3,6,1995,Non-binary / third gender,,Hispanic or Latino,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,Med,FL_43,FL_22
2025-08-18 10:04:43,2025-08-18 10:15:58,IP Address,100,675,True,2025-08-18 10:15:59,R_7jIaqW8ffGxRgop,anonymous,EN,1,5df3c82961b48a2907204173,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,,,,,,7=Extreme amount of effort,7=Extreme amount of time,6,5,5,5,3,5,5,4=Neutral,5,3,3,3,5,3,5,3,1983,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_100
2025-08-18 10:05:43,2025-08-18 10:16:04,IP Address,100,621,True,2025-08-18 10:16:04,R_8QCaLXrrSDG6qn7,anonymous,EN,1,5ed917ec0318c6466f50a0a6,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,6,6,6,4=Neutral,3,4=Neutral,1=Strongly Disagree,2,6,6,4=Neutral,3,4=Neutral,3,5,4=Neutral,5,4=Neutral,1988,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$50,000 to $74,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Sarah Brown,Med,FL_45,FL_102
2025-08-18 10:09:01,2025-08-18 10:16:12,IP Address,100,431,True,2025-08-18 10:16:13,R_1i4cyhEWFExs2OY,anonymous,EN,1,65d5193fb4ab52841b51aeaf,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,4=Neutral,5,6,6,6,4=Neutral,4=Neutral,6,4=Neutral,5,4=Neutral,5,5,5,5,1981,Female / Woman,,Asian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Sarah Brown,HR,FL_45,FL_18
2025-08-18 10:05:06,2025-08-18 10:16:15,IP Address,100,668,True,2025-08-18 10:16:15,R_2qxs3AR9utlXv9f,anonymous,EN,1,66435e2e5c5b5aceb2195908,,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,7=Extreme amount of effort,7=Extreme amount of time,6,6,4=Neutral,5,7=Strongly agree,6,2,2,6,2,4=Neutral,3,6,3,4=Neutral,2,1990,Male / Man,,White / Caucasian,,Office and Administrative Support,"$75,000 to $99,999",Limited: I have some experience but don't invest often.,Daily or almost daily,J.M. Wright,HR,FL_43,FL_94
2025-08-18 10:09:14,2025-08-18 10:16:22,IP Address,100,428,True,2025-08-18 10:16:24,R_32bcPsyywhvwEGs,anonymous,EN,1,5d9d2e421af9ed0011c31894,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,7=Strongly agree,7=Strongly agree,5,5,6,5,5,5,1=Strongly Disagree,5,4=Neutral,7=Strongly agree,1=Strongly Disagree,4=Neutral,4=Neutral,1=Strongly Disagree,1972,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$150,000 or more",Limited: I have some experience but don't invest often.,A few times a week,Sarah Brown,HR,FL_45,FL_76
2025-08-18 10:05:22,2025-08-18 10:16:35,IP Address,100,672,True,2025-08-18 10:16:36,R_8N96ArWHxlWzi6q,anonymous,EN,1,6053e01a6a8e8516ba7d47a7,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,5,4=Average amount of time,5,5,2,2,5,5,2,1=Strongly Disagree,5,4=Neutral,5,2,6,5,2,6,1966,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,Med,FL_43,FL_21
2025-08-18 10:06:48,2025-08-18 10:16:45,IP Address,100,596,True,2025-08-18 10:16:46,R_2oBizdrwE3p3rHs,anonymous,EN,1,5f5bb87a0093333445af65f2,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,5,6,6,7=Strongly agree,7=Strongly agree,2,2,7=Strongly agree,2,6,2,6,3,6,2,1985,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,J.M. Wright,HR,FL_43,FL_98
2025-08-18 10:05:58,2025-08-18 10:16:48,IP Address,100,649,True,2025-08-18 10:16:48,R_2fJExyDUMiHJPOH,anonymous,EN,1,6658d84e36a39b239367aed9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,6,5,6,4=Neutral,5,5,2,2,3,4=Neutral,5,4=Neutral,4=Neutral,2,4=Neutral,2,5,3,1988,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Limited: I have some experience but don't invest often.,Less than once a month,Christopher Davis,Med,FL_44,FL_114
2025-08-18 10:06:39,2025-08-18 10:17:14,IP Address,100,635,True,2025-08-18 10:17:15,R_2gdtshkYp9QnWZv,anonymous,EN,1,6776c927f9dc484f730bf614,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,4=Neutral,3,6,5,5,3,4=Neutral,6,5,5,6,6,4=Neutral,5,5,1982,Male / Man,,Black or African American,,Office and Administrative Support,"$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a week,Christopher Davis,HR,FL_44,FL_18
2025-08-18 10:04:14,2025-08-18 10:17:14,IP Address,100,780,True,2025-08-18 10:17:15,R_8hAVUs8kIdbxwd1,anonymous,EN,1,67607e34fb2abbf20ec24851,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,5,5,5,4=Neutral,4=Neutral,5,6,5,3,3,5,4=Neutral,3,2,6,4=Neutral,5,3,1983,Male / Man,,Asian,,Office and Administrative Support,"$75,000 to $99,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,Christopher Davis,Med,FL_44,FL_106
2025-08-18 10:06:44,2025-08-18 10:17:15,IP Address,100,630,True,2025-08-18 10:17:15,R_8YhUnk4Dq6kb4S0,anonymous,EN,1,66caec76f2a174deb1bd914a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,4=Average amount of effort,4=Average amount of time,5,6,2,2,5,6,3,2,6,4=Neutral,6,2,2,2,4=Neutral,2,1974,Female / Woman,,Asian,,Office and Administrative Support,"$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_118
2025-08-18 10:04:04,2025-08-18 10:17:22,IP Address,100,797,True,2025-08-18 10:17:22,R_5pbwr71zOmEtTDm,anonymous,EN,1,6544fd514964fea23051c3b7,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,6,5,6,4=Neutral,6,6,6,6,2,2,6,3,7=Strongly agree,3,4=Neutral,5,4=Neutral,5,1986,Male / Man,,Black or African American,,"Management, Business, or Financial","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a month,J.M. Wright,HR,FL_43,FL_94
2025-08-18 10:10:30,2025-08-18 10:17:36,IP Address,100,426,True,2025-08-18 10:17:37,R_71AQVk6GFH56oCr,anonymous,EN,1,5e54309f0a98c705f68ae8a8,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,6,6,5,4=Neutral,5,5,4=Neutral,6,2,2,5,4=Neutral,5,3,5,5,5,2,1980,Male / Man,,Asian,,"Management, Business, or Financial","$150,000 or more",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a month,J.M. Wright,Med,FL_43,FL_108
2025-08-18 10:04:18,2025-08-18 10:17:39,IP Address,100,801,True,2025-08-18 10:17:40,R_8ms0cKQDf2shinh,anonymous,EN,0.30000001192092896,615eda024a5f84f408625b4f,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1=Very little effort,1=Very little time,6,1=Strongly Disagree,2,7=Strongly agree,2,2,3,3,6,4=Neutral,1=Strongly Disagree,2,7=Strongly agree,1=Strongly Disagree,6,1=Strongly Disagree,1990,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a month,Christopher Davis,HR,FL_44,FL_80
2025-08-18 10:03:18,2025-08-18 10:17:59,IP Address,100,880,True,2025-08-18 10:17:59,R_6TXFo9jyXky6G8x,anonymous,EN,1,67ba079d0b40d4569474bca3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,5,4=Average amount of time,5,2,5,6,5,5,3,2,6,2,6,3,6,3,6,3,1997,Male / Man,,Asian,,"Production, Transportation, or Skilled Trades","$75,000 to $99,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Less than once a month,Sarah Brown,Med,FL_45,FL_120
2025-08-18 10:07:38,2025-08-18 10:18:10,IP Address,100,632,True,2025-08-18 10:18:10,R_2mK2491Eh0gJheh,anonymous,EN,1,5d41d708128a05000183c461,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4=Neutral,3,5,5,3,3,4=Neutral,5,5,4=Neutral,4=Neutral,4=Neutral,4=Neutral,3,5,3,1972,Female / Woman,,White / Caucasian,,Office and Administrative Support,"$75,000 to $99,999",Limited: I have some experience but don't invest often.,Less than once a month,Christopher Davis,HR,FL_44,FL_15
2025-08-18 10:13:23,2025-08-18 10:18:34,IP Address,100,311,True,2025-08-18 10:18:35,R_8OrHPuNiJSM57Ym,anonymous,EN,0.8999999761581421,5b7ecfe47a63030001019c35,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,,6,6,6,4=Neutral,5,6,6,6,3,2,6,5,5,2,6,5,5,2,1984,Male / Man,,White / Caucasian,,Sales or related,"$75,000 to $99,999",Limited: I have some experience but don't invest often.,A few times a month,J.M. Wright,Med,FL_43,FL_104
2025-08-18 10:12:41,2025-08-18 10:18:36,IP Address,100,355,True,2025-08-18 10:18:37,R_3Hicd81MlCVhPfk,anonymous,EN,1,5b76ce43bfc4cb0001f2c4c3,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7=Extreme amount of effort,7=Extreme amount of time,6,3,3,5,6,6,2,2,5,4=Neutral,5,2,5,3,5,2,1973,Female / Woman,,White / Caucasian,,Office and Administrative Support,"$75,000 to $99,999",Limited: I have some experience but don't invest often.,Less than once a month,Christopher Davis,HR,FL_44,FL_82
2025-08-18 10:02:47,2025-08-18 10:18:37,IP Address,100,949,True,2025-08-18 10:18:37,R_5VORVVledZMwQ8N,anonymous,EN,1,60e9fd8a2f52070be49cf317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,6,7=Extreme amount of time,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,6,7=Strongly agree,7=Strongly agree,1=Strongly Disagree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,1999,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$75,000 to $99,999",Moderate: I make personal investments from time to time.,Daily or almost daily,J.M. Wright,Med,FL_43,FL_114
2025-08-18 10:08:10,2025-08-18 10:18:51,IP Address,100,640,True,2025-08-18 10:18:51,R_52RsUCquVrEX6Ok,anonymous,EN,1,60e5cb4ca01a593fce9a379d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,6,6,6,5,6,5,2,6,2,2,6,2,6,2,6,2,6,1=Strongly Disagree,1990,Male / Man,,Asian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Christopher Davis,Med,FL_44,FL_126
2025-08-18 10:12:31,2025-08-18 10:18:53,IP Address,100,381,True,2025-08-18 10:18:53,R_17tk6i7xQhbPdN7,anonymous,EN,1,5b406fc7c2e38100017613c4,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,,,,,5,4=Average amount of time,5,2,4=Neutral,5,2,3,6,4=Neutral,5,5,5,6,5,7=Strongly agree,6,6,1994,Male / Man,,White / Caucasian,,"Production, Transportation, or Skilled Trades","$75,000 to $99,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,J.M. Wright,Med,FL_43,FL_110
2025-08-18 10:08:25,2025-08-18 10:18:53,IP Address,100,628,True,2025-08-18 10:18:54,R_2kOStX4fAuWHqtr,anonymous,EN,0.10000000149011612,67d41689101f0de506a83a86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,7=Extreme amount of effort,7=Extreme amount of time,6,5,6,7=Strongly agree,5,6,4=Neutral,4=Neutral,7=Strongly agree,4=Neutral,5,3,7=Strongly agree,4=Neutral,6,6,1988,Male / Man,,Black or African American,,"Management, Business, or Financial","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,Med,FL_43,FL_116
2025-08-18 10:05:51,2025-08-18 10:18:59,IP Address,100,788,True,2025-08-18 10:18:59,R_2u8snCbo0Y3hb57,anonymous,EN,1,62b224142b613b1ffb985ed2,,,,,,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,6,6,5,6,6,6,3,6,6,6,2,6,5,6,6,2,6,2,1968,Female / Woman,,White / Caucasian,,"Management, Business, or Financial","$50,000 to $74,999",None: I have no personal experience with investing.,Never,Christopher Davis,HR,FL_44,FL_86
2025-08-18 10:09:14,2025-08-18 10:19:09,IP Address,100,594,True,2025-08-18 10:19:09,R_2THQPxkV1XuDMXG,anonymous,EN,1,60a033197af9369e76946104,,,,,,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,4=Average amount of effort,6,6,2,4=Neutral,5,5,5,3,5,7=Strongly agree,4=Neutral,4=Neutral,3,5,4=Neutral,5,4=Neutral,1996,Male / Man,,White / Caucasian,,Sales or related,"$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a week,Christopher Davis,HR,FL_44,FL_86
2025-08-18 10:06:59,2025-08-18 10:19:15,IP Address,100,736,True,2025-08-18 10:19:15,R_6JvfXHwuC816H6h,anonymous,EN,1,67291fecd7b792dbe483dc89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,5,4=Average amount of time,4=Neutral,4=Neutral,4=Neutral,4=Neutral,5,4=Neutral,4=Neutral,4=Neutral,5,4=Neutral,4=Neutral,4=Neutral,4=Neutral,5,4=Neutral,4=Neutral,1983,Male / Man,,Asian,,"Management, Business, or Financial","$150,000 or more",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,J.M. Wright,Med,FL_43,FL_122
2025-08-18 10:11:21,2025-08-18 10:19:34,IP Address,100,493,True,2025-08-18 10:19:34,R_2dV825WLZOmx8LT,anonymous,EN,1,5cfbca108483c6001530c04a,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,5,5,4=Neutral,5,3,3,6,2,4=Neutral,4=Neutral,5,3,4=Neutral,4=Neutral,1987,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",None: I have no personal experience with investing.,Daily or almost daily,Sarah Brown,HR,FL_45,FL_98
2025-08-18 10:15:19,2025-08-18 10:20:02,IP Address,100,283,True,2025-08-18 10:20:03,R_8FRwxuAzIslwdFJ,anonymous,EN,1,57b248d52075e2000113ba3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,5,5,5,3,4=Neutral,4=Neutral,6,6,2,2,5,4=Neutral,5,5,4=Neutral,4=Neutral,3,4=Neutral,1993,Male / Man,,White / Caucasian,,Office and Administrative Support,"Less than $25,000",Limited: I have some experience but don't invest often.,A few times a week,J.M. Wright,Med,FL_43,FL_120
